run,epoch,train_rows,use_dup_weight,train_loss,train_acc,train_auc,train_sum_sample_weight,train_mean_sample_weight,elapsed_sec,val_all_n,val_all_loss,val_all_acc,val_all_auc,val_without_candidates_n,val_without_candidates_loss,val_without_candidates_acc,val_without_candidates_auc,val_candidates_only_n,val_candidates_only_loss,val_candidates_only_acc,val_candidates_only_auc
PR2_top50_fold_balanced_remove_dup_weight,1,1051,True,0.6238827893295313,0.6707897240723121,0.7085018389366216,1004.8125,0.9560537583254044,5.910773277282715,274,0.594809006165414,0.7153284671532847,0.7667606256563312,265,0.54161904083108,0.7358490566037735,0.8003116384993408,9,2.1610291798909507,0.1111111111111111,0.0
PR2_top50_fold_balanced_remove_dup_weight,2,1051,True,0.239784358055977,0.9077069457659372,0.9662734445343141,1004.8125,0.9560537583254044,4.6155006885528564,274,0.6577009980695961,0.6824817518248175,0.7675896755651358,265,0.6086064320690227,0.7056603773584905,0.7946182428383076,9,2.1030328538682728,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,3,1051,True,0.10331765599567354,0.9676498572787822,0.9936934393456133,1004.8125,0.9560537583254044,5.7280707359313965,274,0.7725303497192634,0.7226277372262774,0.7840601337533853,265,0.6850770194575472,0.7471698113207547,0.8146350233728875,9,3.3476929134792752,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,4,1051,True,0.07587541744879135,0.9752616555661275,0.9954102888885498,1004.8125,0.9560537583254044,6.0647382736206055,274,0.9192576991924404,0.7335766423357665,0.8077709611451942,265,0.7821782921845059,0.7584905660377359,0.835790483039674,9,4.95568127102322,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,5,1051,True,0.0931867986587359,0.966698382492864,0.9930181451920582,1004.8125,0.9560537583254044,6.136260271072388,274,1.1426432064197358,0.7445255474452555,0.7809097440999281,265,0.9878108703865195,0.7660377358490567,0.8054057293539494,9,5.7014647589789496,0.1111111111111111,0.0
PR2_top50_fold_balanced_remove_dup_weight,6,1051,True,0.09574410538096717,0.9600380589914367,0.9929418407679277,1004.8125,0.9560537583254044,5.628442049026489,274,1.1197721022759042,0.7262773722627737,0.7731166749571657,265,0.9665803963283323,0.7509433962264151,0.8019297614766872,9,5.630728827582465,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,7,1051,True,0.08101442535509507,0.9714557564224549,0.9954064736673433,1004.8125,0.9560537583254044,4.767150402069092,274,0.9891211820671159,0.708029197080292,0.7591333664953297,265,0.8667089840151229,0.7320754716981132,0.7882656118902074,9,4.59357410007053,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,8,1051,True,0.08039774738728106,0.966698382492864,0.9957155065850718,1004.8125,0.9560537583254044,5.773636341094971,274,1.0890310790090665,0.718978102189781,0.7694688553584259,265,0.9293140609309358,0.7433962264150943,0.8016301090734747,9,5.791550530327691,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,9,1051,True,0.09326133698644079,0.9600380589914367,0.9935599066033849,1004.8125,0.9560537583254044,5.78169059753418,274,0.9107798737521372,0.7372262773722628,0.7732272149450063,265,0.8018599294266611,0.7547169811320755,0.7995924727316311,9,4.117500305175781,0.2222222222222222,0.25
PR2_top50_fold_balanced_remove_dup_weight,10,1051,True,0.09101647195476671,0.966698382492864,0.992907503777069,1004.8125,0.9560537583254044,6.04554557800293,274,1.0075582317722431,0.7372262773722628,0.7976565522577792,265,0.892164673895206,0.7509433962264151,0.8250629270046745,9,4.405129750569661,0.3333333333333333,0.125
